user_id,item_id,rating
381,33,5.0
37,34,5.0
1217,34,5.0
830,34,5.0
399,34,5.0
475,34,5.0
792,34,4.0
25,35,5.0
595,35,3.0
393,35,4.0
468,35,5.0
54,35,4.0
944,35,5.0
339,36,5.0
1093,36,5.0
178,36,3.0
104,36,5.0
478,36,5.0
1105,36,5.0
594,37,3.0
1143,37,5.0
1334,37,4.0
1194,37,4.0
1195,37,5.0
10,37,5.0
1100,37,3.0
1096,37,5.0
1123,37,5.0
1047,37,3.0
200,37,5.0
1193,37,5.0
1090,37,4.0
1430,37,5.0
426,37,5.0
1087,37,4.0
989,37,5.0
440,37,5.0
1115,38,4.0
568,38,2.0
1334,38,5.0
505,38,4.0
1155,38,5.0
1339,38,5.0
302,38,4.0
519,38,5.0
1351,38,4.0
976,38,5.0
252,38,4.0
544,38,4.0
452,39,5.0
1194,39,5.0
462,39,5.0
823,39,5.0
1362,39,5.0
547,39,3.0
760,39,5.0
1447,39,5.0
983,39,5.0
1251,39,5.0
686,39,5.0
1430,39,5.0
522,39,4.0
943,39,5.0
281,40,2.0
791,40,5.0
1069,40,5.0
1425,40,2.0
17,40,3.0
29,40,5.0
653,41,5.0
157,41,5.0
950,41,5.0
1238,41,5.0
88,41,5.0
1022,41,1.0
366,41,4.0
1167,41,4.0
149,41,4.0
1388,41,1.0
150,41,5.0
796,41,5.0
1536,41,5.0
1104,42,5.0
1086,42,5.0
965,42,5.0
661,42,5.0
0,42,5.0
1203,42,5.0
292,42,5.0
764,42,5.0
1198,42,5.0
699,42,5.0
458,42,5.0
1408,42,4.0
60,42,5.0
1112,42,4.0
1075,43,5.0
146,43,5.0
462,43,5.0
423,43,4.0
431,43,5.0
48,43,5.0
1439,43,5.0
1128,43,2.0
417,43,4.0
989,43,2.0
670,43,5.0
1283,44,4.0
1006,44,5.0
1116,44,2.0
196,44,4.0
1197,44,4.0
73,44,5.0
1532,44,5.0
1339,44,5.0
412,44,4.0
301,44,5.0
459,44,3.0
999,44,5.0
1263,44,4.0
919,44,4.0
920,45,5.0
120,45,3.0
524,45,5.0
1223,45,5.0
814,45,5.0
246,46,5.0
550,46,5.0
209,46,3.0
1245,46,5.0
1356,46,1.0
802,47,5.0
1477,47,5.0
77,47,5.0
1438,47,5.0
1283,47,5.0
857,47,3.0
1343,47,5.0
576,47,5.0
28,47,5.0
1475,47,5.0
1243,47,3.0
196,47,3.0
1086,47,5.0
843,47,3.0
564,47,3.0
964,47,4.0
180,47,3.0
1197,47,3.0
258,47,4.0
184,47,5.0
903,47,4.0
282,47,5.0
969,47,5.0
800,47,2.0
1156,47,4.0
104,47,5.0
1400,47,5.0
345,47,4.0
312,47,5.0
1311,47,5.0
1502,47,3.0
518,47,3.0
1322,47,5.0
166,47,4.0
1098,47,5.0
690,47,2.0
357,47,4.0
246,47,5.0
1336,47,5.0
822,47,5.0
390,47,4.0
1234,47,5.0
906,47,5.0
351,47,5.0
1331,47,4.0
412,47,5.0
395,47,5.0
266,47,5.0
1292,47,5.0
1223,47,5.0
1047,47,3.0
35,47,5.0
1408,47,4.0
503,47,2.0
727,47,5.0
1458,47,2.0
353,47,5.0
1090,47,5.0
790,47,3.0
997,47,5.0
652,47,5.0
243,47,1.0
599,47,4.0
171,47,3.0
522,47,5.0
321,47,4.0
374,47,5.0
1112,47,4.0
107,47,5.0
1034,47,5.0
1149,47,5.0
487,47,4.0
576,48,5.0
406,48,4.0
435,48,2.0
863,48,4.0
1011,48,4.0
1249,48,3.0
347,49,5.0
1086,49,4.0
564,49,5.0
1197,49,5.0
570,49,5.0
860,49,4.0
234,49,5.0
293,49,5.0
579,49,5.0
1287,50,5.0
568,50,4.0
977,50,5.0
865,50,5.0
165,50,5.0
839,50,5.0
832,51,5.0
627,51,5.0
1465,51,4.0
1119,51,5.0
960,51,5.0
868,51,5.0
227,51,5.0
1478,51,5.0
579,51,5.0
37,52,4.0
196,52,5.0
747,52,5.0
397,52,5.0
318,52,5.0
971,52,5.0
1506,53,5.0
713,53,5.0
558,53,5.0
718,53,4.0
9,53,5.0
1311,53,5.0
1008,53,1.0
1516,53,5.0
1295,53,5.0
431,53,5.0
113,53,5.0
1030,53,4.0
1282,53,5.0
670,53,5.0
72,53,5.0
244,53,5.0
1442,54,5.0
626,54,5.0
823,54,4.0
357,54,4.0
78,54,5.0
1084,54,5.0
726,55,5.0
1442,55,5.0
823,55,4.0
703,55,5.0
89,55,5.0
210,55,5.0
656,55,5.0
302,55,3.0
78,55,5.0
1447,55,5.0
288,55,5.0
374,55,5.0
176,55,5.0
838,56,5.0
1194,56,5.0
462,56,5.0
626,56,5.0
1362,56,5.0
302,56,5.0
357,56,5.0
301,56,5.0
252,56,4.0
426,56,5.0
995,56,4.0
1463,57,2.0
664,57,5.0
1099,57,5.0
515,57,2.0
437,57,3.0
1538,58,4.0
1203,58,5.0
167,58,4.0
1424,58,4.0
368,58,1.0
1504,59,1.0
268,59,4.0
173,59,5.0
878,59,4.0
306,59,5.0
82,59,4.0
538,60,3.0
462,60,4.0
439,60,2.0
1024,60,2.0
31,60,5.0
442,60,3.0
717,61,1.0
1069,61,5.0
121,61,5.0
395,61,5.0
1313,61,5.0
953,62,3.0
414,62,5.0
1002,62,2.0
436,62,5.0
1241,62,5.0
540,62,2.0
1099,62,4.0
437,62,4.0
1278,62,4.0
1284,63,5.0
213,63,5.0
166,63,5.0
929,63,5.0
437,63,5.0
1077,64,4.0
25,64,3.0
433,64,1.0
111,64,4.0
932,64,4.0
947,64,4.0
1042,64,1.0
1534,64,5.0
993,64,4.0
1471,64,5.0
876,64,5.0
1383,64,4.0
1021,64,5.0
1413,64,4.0
802,65,5.0
795,65,5.0
1225,65,5.0
106,65,5.0
621,65,4.0
1214,65,5.0
1485,65,1.0
953,66,3.0
1463,66,1.0
812,66,2.0
53,66,3.0
515,66,4.0
437,66,4.0
1463,67,3.0
1526,67,5.0
737,67,3.0
474,67,1.0
437,67,4.0
564,68,5.0
1194,68,5.0
626,68,4.0
1025,68,4.0
989,68,5.0
1463,69,4.0
1473,69,5.0
737,69,4.0
293,69,5.0
437,69,5.0
1210,69,5.0
370,69,4.0
711,69,5.0
982,70,5.0
651,70,5.0
1271,70,5.0
414,70,5.0
62,70,5.0
258,70,3.0
885,70,5.0
66,70,5.0
313,70,3.0
969,70,5.0
1203,70,5.0
167,70,4.0
741,70,5.0
844,70,4.0
1333,70,5.0
508,70,5.0
1362,70,5.0
1110,70,5.0
863,70,5.0
183,70,4.0
867,70,5.0
1083,70,5.0
634,70,5.0
458,70,5.0
1223,70,5.0
757,70,4.0
321,70,5.0
1145,70,4.0
1112,70,5.0
919,70,5.0
1329,70,5.0
885,71,5.0
1203,71,5.0
1362,71,5.0
1204,71,5.0
1280,71,4.0
790,71,5.0
321,71,5.0
1112,71,5.0
1271,72,5.0
722,72,4.0
885,72,5.0
1362,72,5.0
1462,72,4.0
321,72,5.0
50,73,4.0
1258,73,5.0
1203,73,4.0
174,73,5.0
18,73,1.0
3,74,1.0
710,74,5.0
285,74,4.0
1519,74,5.0
273,74,5.0
539,74,5.0
7,74,5.0
261,74,5.0
1206,74,5.0
1237,74,5.0
1285,74,5.0
489,75,5.0
894,75,5.0
1519,75,4.0
1238,75,5.0
1476,75,5.0
293,75,5.0
1510,75,5.0
1462,75,5.0
786,75,5.0
315,76,5.0
1203,76,4.0
1235,76,4.0
1336,76,5.0
278,76,5.0
1210,76,3.0
1434,76,5.0
576,77,5.0
180,77,3.0
969,77,5.0
844,77,5.0
1295,77,5.0
709,77,3.0
1123,77,5.0
39,78,5.0
1351,78,4.0
60,78,5.0
437,78,4.0
1325,78,5.0
1214,78,4.0
1121,79,4.0
1197,79,3.0
927,79,5.0
17,79,4.0
441,79,3.0
563,79,1.0
558,79,1.0
1188,79,5.0
295,79,5.0
140,79,5.0
276,79,5.0
731,80,5.0
1469,80,3.0
1407,80,5.0
271,80,4.0
31,80,5.0
339,81,2.0
1000,81,5.0
1079,81,5.0
1347,81,5.0
1078,81,4.0
1045,81,5.0
595,81,5.0
536,81,5.0
526,81,4.0
570,81,3.0
438,81,4.0
294,81,5.0
1288,81,5.0
345,81,5.0
70,81,5.0
68,81,5.0
1311,81,5.0
678,81,5.0
518,81,5.0
905,81,5.0
1537,81,5.0
245,81,5.0
139,81,5.0
906,81,4.0
792,81,5.0
924,81,5.0
1030,81,5.0
652,81,5.0
1250,81,5.0
291,81,5.0
579,81,5.0
1076,82,5.0
1440,82,5.0
1510,82,5.0
925,82,5.0
291,82,4.0
1341,83,5.0
437,83,5.0
1282,83,5.0
957,83,4.0
1348,83,5.0
859,84,5.0
981,84,5.0
748,84,5.0
662,84,5.0
938,84,5.0
1413,84,5.0
249,84,5.0
1203,85,4.0
306,85,4.0
999,85,4.0
321,85,5.0
994,85,5.0
953,86,5.0
1410,86,5.0
969,86,5.0
742,86,5.0
1335,86,4.0
302,86,4.0
1508,86,5.0
1358,86,5.0
186,86,5.0
819,86,5.0
417,86,3.0
1262,86,5.0
176,86,4.0
1149,86,3.0
1467,87,1.0
863,87,4.0
437,87,5.0
790,87,4.0
1210,87,5.0
1168,88,4.0
1195,88,5.0
863,88,5.0
415,88,4.0
607,88,5.0
1296,89,3.0
1203,89,3.0
1450,89,5.0
152,89,5.0
1308,89,5.0
1095,89,5.0
318,89,5.0
1439,89,4.0
947,90,5.0
1203,90,5.0
437,90,4.0
1325,90,2.0
176,90,4.0
157,91,4.0
235,91,4.0
159,91,3.0
606,91,2.0
887,91,4.0
1483,91,4.0
1463,92,4.0
907,92,4.0
1203,92,1.0
246,92,5.0
1447,92,5.0
3,93,2.0
713,93,5.0
1429,93,5.0
131,93,4.0
825,93,5.0
1340,93,5.0
441,93,5.0
608,93,5.0
741,93,4.0
1069,93,5.0
1344,93,4.0
514,93,5.0
75,93,2.0
1121,93,4.0
1210,93,5.0
1101,94,5.0
131,94,2.0
908,94,5.0
1135,94,4.0
718,94,5.0
1399,94,3.0
1280,94,2.0
581,94,4.0
1149,94,5.0
648,95,5.0
567,95,5.0
679,95,1.0
1537,95,5.0
1315,95,5.0
376,95,5.0
19,95,1.0
442,95,4.0
1337,96,4.0
1155,96,5.0
1295,96,5.0
325,96,5.0
1356,96,3.0
912,97,5.0
1150,97,5.0
883,97,3.0
1401,97,5.0
1256,97,4.0
261,97,5.0
680,97,5.0
1030,97,5.0
52,97,5.0
244,97,5.0
1378,98,5.0
731,98,5.0
1039,98,5.0
287,98,4.0
1365,98,4.0
648,98,5.0
59,98,5.0
146,98,5.0
93,98,5.0
1312,98,5.0
1509,98,5.0
1033,98,5.0
1230,98,5.0
910,98,5.0
1170,98,5.0
701,98,5.0
269,98,5.0
505,98,5.0
597,98,5.0
1113,98,5.0
7,98,5.0
1357,98,5.0
808,98,5.0
1499,98,5.0
168,98,1.0
90,98,5.0
448,98,5.0
352,98,5.0
149,98,5.0
1100,98,5.0
48,98,5.0
133,98,5.0
454,98,5.0
1439,98,5.0
839,98,5.0
363,98,5.0
616,98,5.0
620,98,5.0
814,98,3.0
1140,98,5.0
945,98,5.0
1080,99,5.0
1287,99,5.0
1229,99,4.0
1076,99,5.0
1075,99,5.0
1379,99,5.0
1160,99,5.0
699,99,5.0
1167,99,5.0
692,99,5.0
529,99,5.0
1318,99,5.0
713,100,5.0
1086,100,4.0
1258,100,5.0
268,100,4.0
1275,100,5.0
46,100,4.0
255,100,4.0
1041,100,5.0
1128,100,5.0
1535,100,5.0
627,101,4.0
1407,101,5.0
1113,101,4.0
1023,101,5.0
434,101,5.0
1439,101,5.0
1262,101,5.0
1287,102,5.0
1307,102,5.0
435,102,5.0
1383,102,5.0
976,102,5.0
964,103,5.0
804,103,1.0
917,103,5.0
1522,103,5.0
978,103,5.0
839,103,5.0
446,103,5.0
291,103,5.0
1081,103,5.0
110,104,4.0
1086,104,3.0
1219,104,5.0
699,104,5.0
458,104,5.0
1072,104,5.0
552,105,5.0
241,105,4.0
1439,105,4.0
126,105,5.0
1108,105,5.0
1006,106,5.0
1360,106,5.0
570,106,5.0
1279,106,5.0
399,106,5.0
892,106,5.0
1499,106,5.0
860,106,5.0
1315,106,5.0
631,106,4.0
534,106,5.0
204,106,5.0
930,106,5.0
619,106,5.0
453,107,5.0
793,107,5.0
1197,107,5.0
399,107,5.0
619,107,5.0
693,108,5.0
529,108,4.0
29,108,4.0
839,108,5.0
619,108,5.0
740,109,5.0
985,109,5.0
1461,109,5.0
1357,109,5.0
1267,109,5.0
657,109,5.0
1041,109,4.0
1431,109,5.0
1360,110,5.0
1296,110,5.0
793,110,5.0
1197,110,5.0
570,110,5.0
1054,110,1.0
397,110,5.0
399,110,5.0
1482,110,5.0
1499,110,2.0
79,110,4.0
983,110,4.0
657,110,5.0
631,110,4.0
534,110,5.0
639,110,5.0
619,110,5.0
442,110,5.0
1064,111,4.0
1116,111,5.0
1538,111,5.0
1379,111,2.0
1421,111,5.0
981,111,5.0
1520,111,5.0
643,111,5.0
1025,111,2.0
718,111,5.0
655,111,4.0
1209,111,5.0
1461,111,4.0
245,111,5.0
677,111,5.0
396,111,5.0
1301,111,5.0
1059,111,5.0
1408,111,4.0
1458,111,1.0
329,111,4.0
1282,111,5.0
443,111,5.0
829,111,5.0
850,111,5.0
952,111,5.0
176,111,5.0
265,111,5.0
281,112,1.0
794,112,1.0
114,112,5.0
1281,112,5.0
581,112,5.0
1122,113,5.0
1203,113,5.0
985,113,5.0
366,113,5.0
241,113,3.0
18,113,5.0
60,113,5.0
437,113,5.0
1108,113,5.0
228,114,5.0
1045,114,4.0
907,114,5.0
767,114,5.0
1259,114,5.0
1069,114,5.0
394,114,5.0
838,115,5.0
1437,115,5.0
1233,115,5.0
852,115,5.0
375,115,4.0
1340,116,5.0
258,116,5.0
1526,116,5.0
70,116,5.0
1100,116,5.0
1281,116,5.0
1150,117,4.0
1312,117,5.0
1465,117,3.0
1526,117,5.0
775,117,1.0
1045,118,5.0
1519,118,5.0
154,118,4.0
1,118,5.0
1302,118,4.0
628,118,4.0
1256,118,5.0
245,118,4.0
384,118,5.0
149,118,5.0
782,118,1.0
459,118,5.0
1072,118,5.0
1087,118,3.0
1190,119,4.0
1344,119,3.0
1305,119,5.0
1281,119,5.0
437,119,5.0
34,120,5.0
498,120,5.0
1251,120,5.0
426,120,5.0
1112,120,5.0
965,121,5.0
661,121,5.0
159,121,5.0
7,121,5.0
1508,121,5.0
75,121,5.0
1439,121,5.0
186,121,5.0
1112,121,5.0
1016,121,5.0
1,122,5.0
500,122,5.0
513,122,5.0
1345,122,4.0
1428,122,5.0
18,122,5.0
251,122,5.0
304,122,5.0
287,123,3.0
1531,123,5.0
10,123,4.0
29,123,4.0
911,123,5.0
1250,123,4.0
405,124,1.0
1465,124,3.0
389,124,2.0
868,124,4.0
515,124,3.0
1203,125,1.0
1344,125,1.0
53,125,2.0
60,125,5.0
437,125,5.0
1051,125,3.0
353,125,5.0
934,126,4.0
748,126,5.0
633,126,5.0
888,126,4.0
1203,126,1.0
81,126,2.0
878,126,1.0
1184,126,5.0
449,126,5.0
222,127,5.0
527,127,3.0
354,127,5.0
1172,127,5.0
116,127,5.0
437,127,5.0
750,128,4.0
589,128,5.0
238,128,4.0
1522,128,5.0
615,128,5.0
1248,128,4.0
548,128,4.0
206,129,4.0
25,129,5.0
1334,129,4.0
462,129,5.0
626,129,4.0
823,129,3.0
89,129,4.0
233,129,5.0
554,129,4.0
537,129,5.0
806,129,4.0
656,129,4.0
425,129,5.0
1344,129,4.0
685,129,4.0
78,129,5.0
1274,129,3.0
288,129,3.0
1084,129,4.0
1423,129,5.0
727,129,5.0
451,129,4.0
353,129,4.0
62,130,4.0
1362,130,4.0
1047,130,4.0
1084,130,5.0
1523,130,3.0
1194,131,5.0
708,131,5.0
1339,131,5.0
1211,131,5.0
937,131,5.0
983,131,5.0
475,131,5.0
522,131,5.0
256,132,5.0
981,132,4.0
158,132,5.0
1362,132,5.0
428,132,5.0
1204,132,5.0
108,132,5.0
685,132,5.0
357,132,4.0
1051,132,5.0
1193,132,5.0
443,132,5.0
426,132,5.0
1477,133,5.0
857,133,5.0
576,133,5.0
180,133,3.0
326,133,5.0
282,133,5.0
294,133,5.0
166,133,5.0
897,133,5.0
867,133,5.0
1370,133,5.0
1487,133,5.0
1222,133,5.0
717,134,4.0
435,134,5.0
1424,134,5.0
232,134,2.0
1216,134,5.0
598,134,1.0
1422,135,5.0
740,135,5.0
951,135,4.0
1004,135,5.0
1071,135,5.0
1258,136,5.0
985,136,5.0
320,136,5.0
1119,136,5.0
699,136,4.0
1184,136,5.0
248,136,5.0
925,136,5.0
1210,136,5.0
495,136,5.0
1240,137,5.0
1300,137,4.0
838,137,5.0
576,137,5.0
488,137,5.0
564,137,5.0
885,137,4.0
947,137,5.0
530,137,5.0
969,137,3.0
505,137,4.0
1203,137,5.0
1400,137,5.0
121,137,5.0
1256,137,5.0
1295,137,5.0
863,137,5.0
668,137,5.0
556,137,2.0
234,137,4.0
585,137,5.0
463,137,5.0
1047,137,5.0
1251,137,3.0
1051,137,5.0
318,137,5.0
426,137,4.0
1112,137,5.0
864,137,5.0
277,138,3.0
1258,138,5.0
314,138,5.0
1364,138,2.0
1173,138,2.0
18,138,3.0
357,138,2.0
1463,139,4.0
1077,139,5.0
801,139,5.0
1260,139,4.0
1344,139,5.0
437,139,3.0
1378,140,5.0
1104,140,5.0
568,140,5.0
1063,140,5.0
480,140,5.0
28,140,5.0
918,140,5.0
401,140,5.0
1,140,5.0
1307,140,4.0
1238,140,1.0
1259,140,5.0
586,140,4.0
1344,140,5.0
1357,140,5.0
43,140,4.0
461,140,2.0
1326,140,5.0
152,140,5.0
1102,140,5.0
987,140,4.0
1100,140,5.0
1423,140,5.0
1251,140,5.0
1013,140,5.0
652,140,5.0
839,140,5.0
729,140,5.0
1348,140,5.0
216,140,5.0
584,140,5.0
913,141,5.0
342,141,2.0
281,141,5.0
745,141,5.0
554,141,2.0
404,141,5.0
887,141,4.0
788,141,5.0
116,141,4.0
1166,141,3.0
64,142,5.0
55,142,5.0
268,142,4.0
213,142,5.0
81,142,4.0
1508,142,5.0
248,142,5.0
925,142,5.0
1073,142,5.0
1210,142,5.0
1250,142,3.0
206,143,5.0
1442,143,5.0
1020,143,4.0
521,143,5.0
213,143,5.0
685,143,5.0
1123,143,5.0
1034,143,5.0
1214,143,3.0
342,144,4.0
563,144,3.0
559,144,4.0
448,144,5.0
562,144,4.0
819,144,4.0
1314,145,4.0
1300,145,4.0
838,145,5.0
1419,145,5.0
285,145,4.0
1442,145,5.0
1515,145,5.0
1194,145,5.0
445,145,5.0
130,145,5.0
178,145,5.0
626,145,4.0
1406,145,5.0
791,145,5.0
1097,145,5.0
537,145,4.0
34,145,5.0
741,145,4.0
807,145,4.0
1502,145,5.0
763,145,5.0
656,145,5.0
1344,145,4.0
1339,145,1.0
1171,145,5.0
518,145,5.0
460,145,5.0
642,145,5.0
603,145,1.0
547,145,5.0
1211,145,5.0
1137,145,1.0
286,145,5.0
1336,145,5.0
946,145,5.0
1231,145,4.0
835,145,5.0
1031,145,5.0
377,145,1.0
191,145,5.0
1451,145,4.0
906,145,5.0
351,145,5.0
1351,145,5.0
266,145,5.0
1100,145,4.0
1384,145,5.0
1205,145,5.0
503,145,5.0
133,145,3.0
686,145,5.0
353,145,4.0
1090,145,4.0
997,145,5.0
426,145,2.0
930,145,5.0
1112,145,5.0
770,145,5.0
1115,145,5.0
1318,145,4.0
1310,146,4.0
685,146,5.0
519,146,5.0
590,146,5.0
623,146,5.0
572,147,5.0
178,147,3.0
1336,147,5.0
1405,147,5.0
374,147,4.0
1483,147,3.0
487,147,5.0
1454,148,2.0
1051,148,5.0
841,148,5.0
1306,148,5.0
176,148,4.0
1016,148,5.0
922,149,4.0
314,149,5.0
1308,149,5.0
1384,149,4.0
829,149,5.0
147,150,5.0
885,150,5.0
66,150,5.0
1370,150,5.0
709,150,5.0
727,150,5.0
128,150,5.0
196,151,4.0
817,151,4.0
142,151,5.0
1209,151,5.0
1098,151,5.0
573,151,5.0
529,151,5.0
351,151,3.0
17,151,5.0
33,151,4.0
1474,151,4.0
353,151,2.0
1210,151,2.0
1271,152,5.0
722,152,5.0
120,152,4.0
258,152,1.0
66,152,3.0
313,152,5.0
969,152,4.0
1203,152,5.0
167,152,4.0
1259,152,5.0
456,152,5.0
163,152,5.0
1333,152,4.0
1110,152,3.0
166,152,5.0
863,152,4.0
897,152,5.0
867,152,5.0
1083,152,4.0
234,152,4.0
412,152,5.0
987,152,5.0
709,152,4.0
1223,152,5.0
61,152,5.0
252,152,4.0
1390,152,5.0
1262,152,5.0
1466,152,4.0
249,152,5.0
228,153,5.0
1345,153,4.0
1259,153,5.0
680,153,5.0
264,153,5.0
421,153,5.0
3,154,5.0
157,154,5.0
1493,154,5.0
582,154,4.0
163,154,5.0
1431,154,5.0
839,154,3.0
584,154,5.0
618,155,5.0
838,155,5.0
1334,155,5.0
1243,155,5.0
178,155,5.0
89,155,5.0
760,155,5.0
357,155,5.0
78,155,5.0
1351,155,5.0
165,155,5.0
426,155,4.0
82,155,5.0
943,155,5.0
838,156,5.0
1063,156,5.0
1442,156,5.0
1334,156,5.0
564,156,5.0
1194,156,5.0
521,156,4.0
462,156,5.0
178,156,5.0
310,156,5.0
884,156,5.0
947,156,5.0
703,156,5.0
345,156,5.0
556,156,5.0
1100,156,4.0
1084,156,5.0
1251,156,4.0
727,156,5.0
252,156,5.0
841,156,4.0
1263,156,5.0
82,156,5.0
216,156,5.0
125,157,5.0
315,157,5.0
257,157,3.0
488,157,5.0
12,157,2.0
981,157,5.0
851,157,5.0
401,157,5.0
1179,157,5.0
295,157,5.0
39,157,5.0
575,157,5.0
18,157,5.0
448,157,5.0
484,157,5.0
377,157,5.0
975,157,5.0
1358,157,5.0
1439,157,5.0
455,157,5.0
52,157,5.0
1485,157,5.0
1153,158,1.0
55,158,5.0
464,158,2.0
1091,158,5.0
1194,158,5.0
102,158,2.0
12,158,3.0
1296,158,5.0
367,158,2.0
405,158,1.0
947,158,5.0
693,158,5.0
1465,158,1.0
424,158,5.0
1342,158,4.0
1491,158,4.0
854,158,5.0
1069,158,3.0
1407,158,5.0
1522,158,5.0
368,158,2.0
1508,158,3.0
53,158,4.0
1305,158,1.0
1184,158,4.0
578,158,3.0
664,158,3.0
327,158,1.0
709,158,4.0
1281,158,5.0
1297,158,5.0
437,158,5.0
85,158,2.0
32,158,5.0
1373,159,5.0
1340,159,5.0
854,159,5.0
305,159,4.0
53,159,3.0
23,159,4.0
126,159,5.0
55,160,5.0
435,160,2.0
854,160,5.0
695,160,5.0
1184,160,4.0
578,160,2.0
23,160,5.0
506,161,5.0
541,161,4.0
1233,161,1.0
389,161,1.0
191,161,4.0
523,161,1.0
971,161,5.0
1441,161,5.0
920,162,4.0
55,162,5.0
1064,162,5.0
1020,162,5.0
138,162,3.0
313,162,5.0
385,162,5.0
296,162,4.0
320,162,5.0
1235,162,5.0
461,162,5.0
305,162,5.0
983,162,4.0
647,162,5.0
